1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,1028
21,1227
22,1421
23,1589
24,1636
25,1597
26,1600
27,1511
28,1387
29,1266
30,1175
31,1050
32,997
33,881
34,851
35,825
36,774
37,680
38,658
39,625
40,1160
41,1160
42,1092
43,1122
44,1116
45,1098
46,1052
47,1044
48,976
49,1122
50,1014
51,908
52,918
53,860
54,794
55,830
56,788
57,778
58,722
59,690
60,1038
61,918
62,834
63,882
64,807
65,681
66,744
67,672
68,678
69,561
70,555
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
